2.6,0.023205,2.6,0.069161,2.6,0.053012
2.625,0.025981,2.625,0.086918,2.625,0.021254
2.65,0.038583,2.65,0.014268,2.65,0.029552
2.675,0.046969,2.675,0.088126,2.675,0.09559
2.7,0.027964,2.7,0.0057986,2.7,0.010646
2.725,0.066836,2.725,0.028856,2.725,0.038405
2.75,0.075191,2.75,0.078989,2.75,0.017493
2.775,0.04718,2.775,0.027332,2.775,0.044328
2.8,0.028712,2.8,0.028098,2.8,0.042203
2.825,0.035392,2.825,0.063769,2.825,0.022044
2.85,0.059492,2.85,0.040466,2.85,0.046181
2.875,0.032309,2.875,0.040044,2.875,0.043537
2.9,0.02706,2.9,0.043772,2.9,0.045958
2.925,0.015193,2.925,0.048953,2.925,0.022227
2.95,0.0089709,2.95,0.068543,2.95,0.06338
2.975,0.078146,2.975,0.030872,2.975,0.020243
3,0.095716,3,0.063346,3,0.074285
3.025,0.035525,3.025,0.043901,3.025,0.010862
3.05,0.057747,3.05,0.052055,3.05,0.06492
3.075,0.026806,3.075,0.041641,3.075,0.016315
3.1,0.066507,3.1,0.021939,3.1,0.046824
3.125,0.071613,3.125,0.019437,3.125,0.022893
3.15,0.024524,3.15,0.042721,3.15,0.047494
3.175,0.019284,3.175,0.039694,3.175,0.056454
3.2,0.042221,3.2,0.033261,3.2,0.03164
3.225,0.058249,3.225,0.039106,3.225,0.038651
3.25,0.027898,3.25,0.053229,3.25,0.075444
3.275,0.055726,3.275,0.022671,3.275,0.052891
3.3,0.0022052,3.3,0.038741,3.3,0.04799
3.325,0.042606,3.325,0.0090339,3.325,0.015902
3.35,0.040867,3.35,0.031664,3.35,0.027693
3.375,0.033555,3.375,0.02805,3.375,0.0087227
3.4,0.001471,3.4,0.037528,3.4,0.01878
3.425,0.027309,3.425,0.037457,3.425,0.036734
3.45,0.015587,3.45,0.033228,3.45,0.0086544
3.475,0.0062454,3.475,0.034385,3.475,0.040847
3.5,0.026516,3.5,0.05405,3.5,0.05213
3.525,0.042503,3.525,0.078593,3.525,0.056339
3.55,0.011184,3.55,0.047366,3.55,0.046672
3.575,0.038041,3.575,0.028486,3.575,0.037548
3.6,0.04941,3.6,0.027486,3.6,0.044572
3.625,0.02621,3.625,0.021918,3.625,0.046578
3.65,0.02307,3.65,0.0018682,3.65,0.038373
3.675,0.0099719,3.675,0.039435,3.675,0.020156
3.7,0.023144,3.7,0.033624,3.7,0.028573
3.725,0.0099947,3.725,0.04725,3.725,0.043984
3.75,0.050695,3.75,0.043692,3.75,0.035097
3.775,0.02508,3.775,0.037756,3.775,0.031178
3.8,0.010392,3.8,0.01399,3.8,0.056488
3.825,0.010226,3.825,0.030758,3.825,0.018014
3.85,0.0059573,3.85,0.018518,3.85,0.037141
3.875,0.022108,3.875,0.0075656,3.875,0.059711
3.9,0.016029,3.9,0.034501,3.9,0.031136
3.925,0.018976,3.925,0.017183,3.925,0.049469
3.95,0.010276,3.95,0.015062,3.95,0.020955
3.975,0.020682,3.975,0.021313,3.975,0.042864
4,0.034239,4,0.0064397,4,0.0098823
4.025,0.016915,4.025,0.021985,4.025,0.010739
4.05,0.015687,4.05,0.011271,4.05,0.023854
4.075,0.029644,4.075,0.030695,4.075,0.02635
4.1,0.0067676,4.1,0.0070877,4.1,0.015891
4.125,0.022617,4.125,0.017495,4.125,0.05202
4.15,0.030897,4.15,0.048014,4.15,0.035173
4.175,0.012954,4.175,0.0143,4.175,0.014082
4.2,0.034758,4.2,0.044011,4.2,0.035389
4.225,0.021682,4.225,0.037854,4.225,0.030442
4.25,0.010005,4.25,0.026721,4.25,0.052602
4.275,0.0027113,4.275,0.040677,4.275,0.015984
4.3,0.02677,4.3,0.033306,4.3,0.017022
4.325,0.022741,4.325,0.017739,4.325,0.021821
4.35,0.019331,4.35,0.032806,4.35,0.022801
4.375,0.032832,4.375,0.014389,4.375,0.016456
4.4,0.0081969,4.4,0.0075504,4.4,0.0089835
4.425,0.0068935,4.425,0.024968,4.425,0.025614
4.45,0.0073638,4.45,0.02471,4.45,0.025862
4.475,0.01493,4.475,0.013781,4.475,0.012402
4.5,0.027085,4.5,0.01032,4.5,0.027199
4.525,0.021263,4.525,0.011178,4.525,0.0076293
4.55,0.01084,4.55,0.0054805,4.55,0.012653
4.575,0.020004,4.575,0.0059987,4.575,0.019498
4.6,0.041519,4.6,0.01898,4.6,0.027418
4.625,0.028039,4.625,0.024657,4.625,0.040618
4.65,0.021838,4.65,0.010982,4.65,0.069538
4.675,0.023758,4.675,0.02559,4.675,0.05699
4.7,0.024856,4.7,0.0056008,4.7,0.01802
4.725,0.042347,4.725,0.027363,4.725,0.021177
4.75,0.0062894,4.75,0.020493,4.75,0.019455
4.775,0.010005,4.775,0.03347,4.775,0.016444
4.8,0.031309,4.8,0.017524,4.8,0.024983
4.825,0.016027,4.825,0.0057995,4.825,0.037446
4.85,0.0069555,4.85,0.031907,4.85,0.071292
4.875,0.03467,4.875,0.064427,4.875,0.030704
4.9,0.035921,4.9,0.070986,4.9,0.020251
4.925,0.0064434,4.925,0.028872,4.925,0.0041082
4.95,0.019061,4.95,0.03262,4.95,0.030785
4.975,0.035317,4.975,0.019407,4.975,0.035728
